Time,Latitude,Longitude,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC,counts
1712962637.09,0,0,1.0,2.0,2.0,21.69767578125,35.38308161763146,997.2354687786262,134.19329789500318,73543.5,11.6
1712962642.04,0,0,1.0,2.0,2.0,21.6159375,35.52110090157756,997.2412622279913,134.14443734625584,73640.5,13.0
1712962647.11,0,0,1.0,2.0,2.0,21.5712109375,35.8029167024392,997.2404093069742,134.1516306926674,74162.5,13.6
1712962652.04,0,0,1.5,2.5,2.5,21.5512890625,35.94131861035884,997.2211836181957,134.31377647685437,74558.5,13.8
1712962657.1,0,0,2.0,3.0,3.0,21.493281250000003,36.04984015999507,997.2159335142089,134.35805527902352,74892.0,10.8
1712962662.12,0,0,1.0,2.0,2.0,21.3633984375,36.10175449218659,997.2579067949143,134.00406243028542,75431.5,12.2
1712962667.08,0,0,1.0,2.5,2.5,21.2911328125,36.19434246906937,997.2430784045982,134.12912027296025,75738.5,14.6
1712962672.06,0,0,0.5,2.5,2.5,21.21486328125,36.33932492987651,997.239163086062,134.16214097814725,76499.0,15.0
1712962677.03,0,0,0.0,2.0,2.0,21.21515625,36.47715115941001,997.2531669583834,134.04403648789287,76395.0,11.2
1712962682.03,0,0,0.0,2.0,2.0,21.211445312499997,36.553072650206154,997.2618458730944,133.97084182113895,77062.5,12.6
