Time,Temperature,Gas,Humidity,Pressure,Altitude,PM1.0,PM2.5,PM10
1708733595.5775023,28.902460937500003,43124,100,690.817393097857,3116.3869722155296,0,0,0
1708733596.5880802,17.9735546875,9410,37.10922720261808,1006.2463637717245,58.473915212230466,0,0,0
1708733597.5985053,18.0110546875,10801,37.056513275697384,1006.2472830830823,58.46621821337024,0,0,0
1708733598.6088867,18.0503125,12323,36.964497622600085,1006.2372914710178,58.54987399193517,0,0,0
1708733599.6195085,18.0883984375,13658,36.86113590315266,1006.2374315833143,58.54870088296612,0,0,0
1708733600.6311138,18.1216015625,14797,36.73481663165468,1006.2399323020022,58.52776330308668,0,0,0
1708733601.6426687,18.1512890625,15934,36.64201655008128,1006.2384170071196,58.540450293916955,0,0,0
1708733602.6532521,18.177265625,16885,36.53764658210539,1006.2308462778396,58.60383737797391,0,0,0
1708733603.6637533,18.2003125,17850,36.4611665858763,1006.2391570269643,58.53425438576802,0,0,0
1708733604.6742933,18.21984375,18661,36.38999551616607,1006.2503429051133,58.4405996796968,0,0,0
1708733605.68599,18.2368359375,19423,36.33546119623813,1006.2625534035674,58.33836721623502,0,0,0
1708733606.6965706,18.253046875,20132,36.297719968321026,1006.2614353524025,58.34772806379987,0,0,0
1708733607.708301,18.267890625,20875,36.30479248632769,1006.2666969974345,58.30367518273803,0,0,0
1708733608.7200272,18.279609375,21607,36.30594091762548,1006.2703065932798,58.273454115382734,0,0,0
1708733609.7314396,18.2895703125,22369,36.301298702184354,1006.2762158304196,58.223979665230864,0,0,0
1708733610.7427561,18.295625,23034,36.28503763434079,1006.277477675641,58.2134150327941,0,0,0
1708733611.753959,18.3005078125,23789,36.20127062920095,1006.2596073693613,58.36303281140598,0,0,0
1708733612.7654355,18.3020703125,24585,36.10038985069713,1006.2552664972192,58.39937675765862,0,0,0
1708733613.776896,18.3028515625,25160,36.02193046254727,1006.2651509632034,58.316619263891994,0,0,0
1708733614.7885227,18.301484375,25528,35.94330234376177,1006.2698102816238,58.27760944186313,0,0,0
1708733615.8000703,18.2973828125,26019,35.84764348343026,1006.2682890205062,58.290346079536484,0,0,0
1708733616.8114338,18.2911328125,26563,35.76863354224299,1006.2598204449118,58.361248839908,0,0,0
1708733617.8227515,18.284296875,27113,35.67841832060089,1006.2417860811807,58.51224233232935,0,0,0
1708733618.8341434,18.277265625,27468,35.610609658516566,1006.2182672639032,58.709157942011245,0,0,0
1708733619.8454373,18.271015625,28076,35.59882158663304,1006.1908564111421,58.93866503525179,0,0,0
1708733620.856886,18.2628125,28593,35.59243837248196,1006.1602615482003,59.19483736255346,0,0,0
1708733621.8682022,18.2544140625,29190,35.60840551319594,1006.1310707503441,59.439259261973184,0,0,0
1708733622.8794808,18.2440625,29707,35.6074072278295,1006.0866423934624,59.811280099580145,0,0,0
1708733623.8907719,18.2337109375,30309,35.65115430438857,1006.0628782675234,60.0102744638761,0,0,0
1708733624.902125,18.2184765625,31235,35.66646628161322,1006.0414854133387,60.18941569500515,0,0,0
1708733625.9134943,18.203046875,31779,35.64260153648058,1006.0059993042219,60.486578978107005,0,0,0
1708733626.9248424,18.1909375,32194,35.63584017771141,1005.9828140779441,60.68073834947473,0,0,0
1708733627.9361553,18.177265625,32748,35.65689469960671,1005.9536382512811,60.92506978135869,0,0,0
1708733628.9474533,18.164765625,33188,35.68925361340423,1005.9229297729106,61.182242522636976,0,0,0
1708733629.9587522,18.1512890625,33859,35.71592815996944,1005.8923515308333,61.43833089717412,0,0,0
1708733630.9701676,18.1368359375,34415,35.74251199617656,1005.8653468161663,61.664496735717755,0,0,0
1708733631.9817793,18.12296875,35018,35.75236493575571,1005.8341326791129,61.92592282347722,0,0,0
1708733632.9933755,18.1059765625,35523,35.74512624452652,1005.7995464559975,62.21559863465352,0,0,0
1708733634.0050175,18.090546875,36042,35.72125257429432,1005.7795586389359,62.38300963788715,0,0,0
1708733635.0165434,18.0751171875,36577,35.71976276786273,1005.763013722596,62.52158614002958,0,0,0
1708733636.0280266,18.0591015625,37326,35.67346393843343,1005.748956291298,62.639329476716235,0,0,0
1708733637.0396302,18.043671875,37900,35.616055744759805,1005.7341321720828,62.76349594177943,0,0,0
1708733638.0511904,18.0286328125,38421,35.575477006676024,1005.7182231107884,62.8967515040878,0,0,0
1708733639.062845,18.01359375,39102,35.5404990621077,1005.6833791199222,63.188613504856704,0,0,0
1708733640.0744092,17.99875,39619,35.51672323832436,1005.6488541529435,63.47781135741136,0,0,0
1708733641.0859964,17.98390625,39997,35.487366571462445,1005.6126085691762,63.78143058007132,0,0,0
1708733642.0975637,17.9688671875,40460,35.45241398165264,1005.5760453324594,64.08771967141672,0,0,0
1708733643.109097,17.955,40775,35.44550059616899,1005.5362294951266,64.42126595308204,0,0,0
1708733644.1204433,17.940546875,41379,35.455283376114096,1005.5075073913664,64.66188415723391,0,0,0
1708733645.131788,17.927265625,41917,35.4372593335493,1005.4824168848104,64.87208336433898,0,0,0
1708733646.1434221,17.9153515625,42469,35.408204406227476,1005.4423445126288,65.20780404207466,0,0,0
1708733647.1547394,17.903046875,42772,35.37911888684647,1005.4050783984032,65.52002400945567,0,0,0
1708733648.1660802,17.8895703125,43347,35.36666858131327,1005.3572981299523,65.92034652917907,0,0,0
1708733649.1773477,17.878046875,43709,35.354406629477204,1005.3178651838923,66.25074339066526,0,0,0
1708733650.1886513,17.8673046875,44310,35.35895979742748,1005.2865900492824,66.51279585158746,0,0,0
1708733651.2001376,17.8571484375,44831,35.335671411811504,1005.2511077189961,66.81010814360937,0,0,0
