Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1713568515.99,0,0,19.2,2.2,4.6,5.0,21.529453125,53.620250252226775,1008.8019216747714,37.09940751863793,31510.6
1713568521.01,0,0,21.6,2.2,4.6,5.0,19.522695312499998,52.9975274340233,1009.1730930582828,33.99847149584665,52152.0
1713568526.03,0,0,23.8,2.0,4.0,5.0,19.1760546875,52.96229824522631,1009.2640256062512,33.23894125278804,68347.4
1713568530.98,0,0,22.6,2.0,4.0,5.0,19.204765625,52.905279055748984,1009.3014202284696,32.92661423762994,81663.6
1713568536.0,0,0,21.2,3.0,5.0,5.0,19.314765625,52.79928492591439,1009.2923642867778,33.00225000668615,92512.8
1713568540.98,0,0,24.4,3.0,5.0,5.0,19.440781249999997,52.2497227451565,1009.2959106490122,32.97263053548339,101377.8
1713568546.0,0,0,20.6,3.0,4.8,4.8,19.5658984375,51.74383531589124,1009.2911218956609,33.01262666363944,109353.4
1713568550.98,0,0,23.2,3.0,4.8,4.8,19.684335937500002,51.211547862173894,1009.2713978993867,33.17736503675893,116899.8
1713568556.0,0,0,22.4,3.0,4.0,4.0,19.794296875,50.678350575458865,1009.2753775960418,33.144125629293114,122727.6
1713568560.98,0,0,26.8,3.0,4.0,4.0,19.907734374999997,50.0122561733554,1009.2804593480807,33.10168182999611,129263.2
1713568565.99,0,0,26.8,3.0,4.0,4.0,20.0151953125,49.38438807364533,1009.2897694280957,33.023922651926476,133864.8
1713568571.03,0,0,22.0,3.0,4.0,4.0,20.1211328125,48.95553034350009,1009.2922994126704,33.00279187761908,137691.8
1713568576.01,0,0,21.8,3.0,4.0,4.2,20.2297265625,48.504012995488445,1009.2986060105941,32.95011929211038,142419.2
1713568580.97,0,0,24.4,3.0,4.0,4.2,20.3380078125,48.0056757240359,1009.2661144232043,33.22149406548475,146172.4
1713568586.0,0,0,20.8,3.6,4.6,5.6,20.443007812499996,47.5672041438268,1009.2825345901585,33.08434947841763,149427.6
1713568590.97,0,0,24.0,3.6,4.6,5.6,20.544296874999997,47.183120579761926,1009.2764549970241,33.13512695050533,151833.0
1713568596.0,0,0,22.2,2.0,4.0,5.0,20.642460937499997,46.84941810396573,1009.2621547274408,33.254566556143196,153559.2
1713568600.98,0,0,22.8,2.0,4.0,5.0,20.740390624999996,46.55868148247004,1009.2579111183398,33.290010559587884,155525.8
1713568606.0,0,0,22.8,2.8,4.8,6.4,20.8383984375,46.27336122545307,1009.2591641779798,33.27954464235022,157396.8
1713568610.98,0,0,21.2,2.8,4.8,6.4,20.9323828125,46.02531708711526,1009.2713777894403,33.17753297636037,159132.8
1713568615.95,0,0,21.2,2.0,4.0,5.6,20.9323828125,46.02531708711526,1009.2713777894403,33.17753297636037,159132.8
1713568621.03,0,0,22.6,2.0,4.0,5.6,21.0241015625,45.76861907847579,1009.2633680815986,33.24443225748871,160596.0
1713568626.0,0,0,25.6,2.0,4.0,5.0,21.114062499999996,45.482272328539466,1009.2742317699227,33.15369599232132,162592.4
1713568630.97,0,0,24.0,2.0,4.0,5.0,21.2025390625,45.18997870079541,1009.2830861046838,33.0797426436781,164410.8
1713568636.0,0,0,18.8,2.0,4.0,4.2,21.28953125,44.90661588452356,1009.2874025351955,33.04369117124128,165514.2
1713568640.98,0,0,20.0,2.0,4.0,4.2,21.3752734375,44.681563023202415,1009.2879115541595,33.03943977919295,165711.0
1713568646.0,0,0,21.0,2.0,4.0,4.0,21.4580078125,44.47246851688057,1009.2883538726346,33.03574552772924,166337.6
1713568650.98,0,0,20.8,2.0,4.0,4.0,21.5423046875,44.26007226551109,1009.2847159721234,33.06612978287397,166800.4
1713568656.0,0,0,22.2,2.0,4.0,4.0,21.6244140625,44.063660725253065,1009.2884525267109,33.03492156208759,168280.2
1713568660.98,0,0,22.0,2.0,4.0,4.0,21.7095703125,43.85548732437725,1009.3045485724961,32.900486046209764,169676.0
1713568666.01,0,0,22.4,2.0,3.4,4.2,21.7912890625,43.6545107139087,1009.2953140561289,32.977613261497524,169810.2
1713568670.99,0,0,22.4,2.0,3.4,4.2,21.873124999999998,43.4770641933343,1009.2909345110932,33.0141916425707,170781.8
1713568676.03,0,0,24.0,3.0,4.4,5.4,21.955195312500003,43.294899519471194,1009.2876162234622,33.04190647928625,171374.4
1713568680.98,0,0,27.6,3.0,4.4,5.4,22.0357421875,43.123750215009736,1009.2702921440978,33.18660055180808,172007.8
1713568686.01,0,0,23.2,4.0,5.0,6.0,22.11328125,42.94996313489823,1009.2789660446167,33.11415422240287,172219.0
1713568690.97,0,0,25.2,4.0,5.0,6.0,22.1878515625,42.761329599941064,1009.2814991383171,33.092997273602506,173184.0
1713568696.0,0,0,20.4,4.0,5.0,6.0,22.260820312499998,42.53607020542024,1009.3401309021235,32.60330875928278,175284.2
1713568700.97,0,0,25.6,4.0,5.0,6.0,22.3364453125,42.322335369354576,1009.3522433914288,32.502146102553766,177101.6
1713568706.0,0,0,25.8,3.4,4.4,5.4,22.409453125,42.12682400704183,1009.3327043045181,32.66533141253693,177325.8
1713568710.97,0,0,20.2,3.4,4.4,5.4,22.475820312499998,41.959985513684906,1009.308492224805,32.867548627357806,176912.8
1713568716.01,0,0,26.4,3.2,4.6,5.6,22.542539062500005,41.78846718308823,1009.2924127052244,33.00184568425699,177438.6
1713568720.99,0,0,26.4,3.2,4.6,5.6,22.6090234375,41.61464296515854,1009.2763038109726,33.13638974390878,177813.8
