Time,Latitude,Longitude,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC,counts
1712963730.56,0,0,0.0,1.0,1.0,21.3036328125,40.934841217905664,997.2101268781794,134.40702804164357,86137.5,28.6
1712963735.53,0,0,0.0,1.0,1.0,21.3274609375,40.49728922135583,997.2119544204824,134.39161467005738,91246.5,23.0
1712963740.57,0,0,0.0,1.0,1.0,21.3563671875,39.83942217318045,997.2072224396976,134.43152396723954,105989.5,29.8
1712963745.57,0,0,1.0,2.0,2.0,21.36662109375,39.43628233342443,997.2132310702066,134.380847488488,113370.5,27.6
1712963750.53,0,0,0.0,1.0,1.0,21.37130859375,39.0962253852867,997.2024522525664,134.47175566138912,113293.5,26.8
1712963755.57,0,0,0.0,1.0,1.0,21.38390625,38.72197620374834,997.2021671461424,134.4741602509378,114530.0,25.6
1712963760.53,0,0,0.0,0.5,0.5,21.4008984375,38.560052842790654,997.1843215079609,134.62467164918502,114647.5,25.8
1712963765.57,0,0,0.0,0.0,0.0,21.42462890625,38.41679755994224,997.1579779636704,134.84685874486823,115321.5,24.0
1712963770.55,0,0,0.0,0.5,0.5,21.44142578125,38.26702814450675,997.1687359433764,134.75612302549996,115358.5,26.0
1712963775.53,0,0,0.5,1.5,1.5,21.45470703125,38.10814770529691,997.170412715017,134.74198078258092,116643.5,27.2
1712963780.56,0,0,1.0,2.0,2.0,21.483125,37.91834837407943,997.1649025481083,134.78845483976986,115957.0,25.0
1712963785.53,0,0,1.0,1.5,1.5,21.50275390625,37.83147231524508,997.1710245204877,134.7368206494882,115957.0,26.0
1712963790.61,0,0,1.0,1.0,1.0,21.52443359375,37.75668079597173,997.1559355181236,134.8640854131121,115120.0,27.6
1712963795.53,0,0,1.0,1.0,1.0,21.53380859375,37.719151079741565,997.161474490878,134.81736800077908,115917.0,27.6
1712963800.53,0,0,1.0,1.0,1.0,21.5481640625,37.65550727553402,997.1630086602438,134.80442838582178,115558.0,26.4
1712963805.56,0,0,0.0,1.0,1.0,21.5719921875,37.604653591120886,997.1720390546212,134.72826384737053,115239.0,31.8
1712963810.53,0,0,0.0,1.0,1.0,21.58263671875,37.531817147299634,997.164187207431,134.79448821307165,115877.0,28.0
1712963815.62,0,0,1.0,1.0,1.0,21.603535156249997,37.433447301490226,997.1596226557397,134.8329869161355,115717.0,22.6
1712963820.53,0,0,1.0,1.0,1.0,21.614375,37.35480199197047,997.162917460453,134.80519759988596,115917.5,22.6
