Time,Latitude,Longitude,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC,counts
1712963094.62,0,0,1.0,3.0,3.0,18.888984375,42.236084771606116,999.0583159893229,118.8311744319002,91203.5,15.0
1712963099.54,0,0,1.0,3.0,3.0,18.89142578125,42.2060219194758,999.0792326958997,118.65502991463958,91502.0,16.4
1712963104.58,0,0,1.0,3.0,3.0,18.899921874999997,42.200862271318435,999.1204140008937,118.3082406936409,92258.0,22.0
1712963109.61,0,0,1.0,3.0,3.0,18.8675,42.203475815837216,999.1579364624154,117.9922728726716,92259.0,19.6
1712963114.54,0,0,1.0,3.0,4.0,18.85001953125,42.23800099540519,999.188209617563,117.73735675628362,92462.5,18.8
1712963119.65,0,0,1.0,3.0,4.0,18.77853515625,42.269815403657255,999.1475499676551,118.07973433814074,92615.0,16.6
1712963124.57,0,0,1.0,2.0,4.0,18.75724609375,42.34034760298425,999.090870932995,118.55702262890495,92975.0,18.8
1712963129.55,0,0,1.0,2.0,4.0,18.76134765625,42.36202368781589,999.0702872847736,118.73036089167528,93079.0,21.6
1712963134.58,0,0,1.0,2.0,4.0,18.7309765625,42.41037588427328,999.0722984102692,118.71342473142772,93546.0,19.6
1712963139.57,0,0,1.0,2.0,3.0,18.7075390625,42.441264652988295,999.0851454527995,118.60523758785232,93756.0,17.4
1712963144.59,0,0,1.0,2.0,3.0,18.6454296875,42.550019291696515,999.0627179327203,118.79410445377698,94019.0,17.2
1712963149.55,0,0,1.0,2.0,3.0,18.61798828125,42.64734764895953,999.0351073135297,119.02662385093745,93756.0,17.0
1712963154.55,0,0,1.0,2.0,3.0,18.624531249999997,42.74532922130916,999.0354410480313,119.02381331343804,94389.5,17.6
1712963159.6,0,0,1.0,2.0,2.0,18.589863281249997,42.82373347784704,999.0388131993627,118.99541487751303,94443.5,16.4
1712963164.54,0,0,1.0,2.0,2.0,18.57560546875,42.8739287196813,999.0255159620007,119.10739748106346,94765.0,20.4
1712963169.6,0,0,1.0,2.0,2.0,18.5751171875,42.96824181462944,999.0256520629582,119.10625130828072,95086.5,21.6
1712963174.54,0,0,0.0,2.0,2.0,18.604511718749997,43.02013441222829,999.0176349192623,119.17376848640016,94656.5,17.0
