Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712969720.97,0,0,25.8,4.0,5.0,5.0,24.947734375,37.42006631356785,1007.3217808974548,49.473799886129136,76109.8
